t,ball,x_mm,y_mm,z_mm,v_mm_s,mode
1.07000,1,681.597,305.662,28.575,711.3,Rolling
1.07500,0,887.216,151.275,28.575,975.3,Rolling
1.07500,1,684.387,303.458,28.575,710.8,Rolling
1.08000,0,892.070,151.728,28.575,974.8,Rolling
1.08000,1,687.175,301.255,28.575,710.3,Rolling
1.08500,0,896.922,152.181,28.575,974.3,Rolling
1.08500,1,689.961,299.054,28.575,709.9,Rolling
1.09000,0,901.771,152.634,28.575,973.8,Rolling
1.09000,1,692.745,296.855,28.575,709.4,Rolling
1.09500,0,906.618,153.086,28.575,973.3,Rolling
1.09500,1,695.527,294.657,28.575,708.9,Rolling
1.10000,0,911.462,153.538,28.575,972.9,Rolling
1.10000,1,698.307,292.460,28.575,708.4,Rolling
1.10500,0,916.304,153.990,28.575,972.4,Rolling
1.10500,1,701.086,290.265,28.575,707.9,Rolling
1.11000,0,921.144,154.442,28.575,971.9,Rolling
1.11000,1,703.862,288.072,28.575,707.4,Rolling
1.11500,0,925.981,154.893,28.575,971.4,Rolling
1.11500,1,706.636,285.880,28.575,706.9,Rolling
1.12000,0,930.816,155.345,28.575,970.9,Rolling
1.12000,1,709.409,283.690,28.575,706.4,Rolling
1.12500,0,935.648,155.796,28.575,970.4,Rolling
1.12500,1,712.179,281.501,28.575,705.9,Rolling
1.13000,0,940.478,156.246,28.575,969.9,Rolling
1.13000,1,714.948,279.313,28.575,705.4,Rolling
1.13500,0,945.305,156.697,28.575,969.4,Rolling
1.13500,1,717.715,277.128,28.575,705.0,Rolling
1.14000,0,950.130,157.147,28.575,968.9,Rolling
1.14000,1,720.480,274.943,28.575,704.5,Rolling
1.14500,0,954.952,157.598,28.575,968.4,Rolling
1.14500,1,723.243,272.760,28.575,704.0,Rolling
1.15000,0,959.772,158.047,28.575,967.9,Rolling
1.15000,1,726.004,270.579,28.575,703.5,Rolling
1.15500,0,964.590,158.497,28.575,967.5,Rolling
1.15500,1,728.763,268.399,28.575,703.0,Rolling
1.16000,0,969.405,158.947,28.575,967.0,Rolling
1.16000,1,731.520,266.221,28.575,702.5,Rolling
1.16500,0,974.218,159.396,28.575,966.5,Rolling
1.16500,1,734.275,264.045,28.575,702.0,Rolling
1.17000,0,979.028,159.845,28.575,966.0,Rolling
1.17000,1,737.028,261.869,28.575,701.5,Rolling
1.17500,0,983.836,160.294,28.575,965.5,Rolling
1.17500,1,739.780,259.696,28.575,701.0,Rolling
1.18000,0,988.641,160.742,28.575,965.0,Rolling
1.18000,1,742.529,257.524,28.575,700.5,Rolling
1.18500,0,993.444,161.190,28.575,964.5,Rolling
1.18500,1,745.277,255.353,28.575,700.1,Rolling
1.19000,0,998.245,161.639,28.575,964.0,Rolling
1.19000,1,748.022,253.184,28.575,699.6,Rolling
1.19500,0,1003.043,162.086,28.575,963.5,Rolling
1.19500,1,750.766,251.016,28.575,699.1,Rolling
1.20000,0,1007.838,162.534,28.575,963.0,Rolling
1.20000,1,753.508,248.850,28.575,698.6,Rolling
